,title,genre,rating,description,votes,tiers,anger,disgust,fear,joy,neutral,sadness,surprise,genre_list,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western
2125,Stalked by My Doctor,Thriller,5.4,A doctor's obsession with a teenage patient turns violent and dangerous.,1656.0,6.0,0.35913706,0.5831883,0.037115037,0.001134164,0.00893057,0.008306836,0.002188095,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2126,Fate/stay night [Unlimited Blade Works],"Animation, Action, Adventure",8.0,"A group of seven mages gets chosen to become masters of seven classes of heroic spirits, in order to fight and win the Holy Grail.",7896.0,8.0,0.016442029,0.012409274,0.001565846,0.17511065,0.7747436,0.003786919,0.015941637,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,1983,"Crime, Drama, Thriller",6.7,"Decades after a 1983 terrorist attack, a law student and a cop uncover a conspiracy that's kept Poland as a police state and the Iron Curtain standing.",4208.0,7.0,0.46371573,0.24956486,0.16603845,0.003158903,0.093715586,0.018050073,0.00575638,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2128,Clarence,"Animation, Short, Adventure",6.7,"The adventures of a 4th grader named Clarence along with his two best friends, Sumo and Jeff.",9819.0,7.0,0.007949128,0.005360527,0.009139104,0.6537915,0.25003362,0.013272295,0.06045375,"['Animation', 'Short', 'Adventure']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2129,Debt Collectors,"Action, Comedy",5.8,"A pair of debt collectors are thrust into an explosively dangerous situation, chasing down various lowlifes while also evading a vengeful kingpin. -Samuel Goldwyn Films-",4467.0,6.0,0.43028829,0.007683629,0.4302761,0.038188796,0.065489054,0.011204935,0.01686919,"['Action', 'Comedy']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,An Inconvenient Truth,"Documentary, News",7.4,"Filmmaker Davis Guggenheim follows Al Gore on the lecture circuit, as the former presidential candidate campaigns to raise public awareness of the dangers of global warming and calls for immediate action to curb its destructive effects on the environment.",83432.0,8.0,0.12689374,0.25251007,0.109804235,0.017188158,0.4164207,0.0720545,0.005128627,"['Documentary', 'News']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2131,Finding Ola,"Comedy, Drama",7.5,"After a life-altering event, Ola Abd ElSabour embarks on a journey of self-discovery and deals with the challenges of a new reality. Hend Sabry stars.",1677.0,8.0,0.004465282,0.006410104,0.36802986,0.113601945,0.41046357,0.03855633,0.058472894,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2132,The Defiant Ones,"Documentary, Biography, Crime",8.5,"""The Defiant Ones"" examines the partnership between Jimmy Iovine and Dr. Dre - one the son of a Brooklyn longshoreman, the other straight out of Compton - and their leading roles in a chain of transformative events in contemporary culture.",14696.0,9.0,0.007438369,0.011682566,0.00522348,0.06147886,0.8580679,0.007310717,0.048798073,"['Documentary', 'Biography', 'Crime']",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2133,The Life Ahead,Drama,6.8,"In seaside Italy, a Holocaust survivor with a daycare business takes in a 12-year-old street kid who recently robbed her.",14298.0,7.0,0.015098527,0.9724118,0.005493051,0.000608702,0.003849061,0.001891894,0.000647056,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,Don't Kill Me,"Fantasy, Horror, Romance",4.3,"19-year-old Mirta dies of drug overdose with her lover Robin. She then resuscitates alone and finds out that, in order to keep living, she must eat living humans.",1883.0,5.0,0.020239865,0.36598456,0.050556526,0.002831501,0.2506521,0.28234023,0.02739519,"['Fantasy', 'Horror', 'Romance']",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2135,The Perfect Family,Comedy,5.3,"Lucia's achievement of a perfect family is threatened by her son's loose living, dirty mouthed girlfriend and possible in laws that are not what she pictured for him.",2256.0,6.0,0.016390825,0.007925749,0.96080434,0.001220807,0.006992171,0.00570155,0.000964557,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136,Jingle Jangle: A Christmas Journey,"Family, Fantasy, Musical",6.4,"An imaginary world comes to life in a holiday tale of an eccentric toymaker, his adventurous granddaughter, and a magical invention that has the power to change their lives forever.",18518.0,7.0,0.010245603,0.006439149,0.00367305,0.14420985,0.70888275,0.004340848,0.12220877,"['Family', 'Fantasy', 'Musical']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2137,Dry Martina,"Comedy, Drama",5.8,"Martina was a famous singer in Argentina during the late 90s, who's become completely frigid and disenchanted with love. The arrival of a so-called sister, alongside her attractive boyfriend, compel Martina to go to Chile with one objective in mind: getting back her libido.",1017.0,6.0,0.39608005,0.47159764,0.005761331,0.00138908,0.024520522,0.09920732,0.001444036,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138,Sentinelle,"Action, Crime, Drama",4.7,"Transferred home after a traumatizing combat mission, a trained French soldier uses her lethal skills to hunt down the man who hurt her sister.",7926.0,5.0,0.06451043,0.2702801,0.5364655,0.003601932,0.082608774,0.040445436,0.002087876,"['Action', 'Crime', 'Drama']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139,DreamWorks Dragons,"Animation, Action, Adventure",7.9,The further adventures of Hiccup and his friends on the Island of Berk.,11561.0,8.0,0.005702913,0.003964101,0.008480093,0.6693784,0.25927153,0.012575833,0.040627077,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140,Scum's Wish,"Animation, Drama, Romance",6.8,A perfect couple struggles under a secret longing each has for someone else.,1943.0,7.0,0.006565134,0.02345456,0.007885436,0.10851841,0.43378702,0.40908805,0.010701422,"['Animation', 'Drama', 'Romance']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2141,Ghost Doctor,"Comedy, Fantasy, Romance",7.9,"Cha Young Min is a genius doctor but arrogant and selfish. One day, he gets involved in an unexpected case; his spirit possesses another doctor's body. These two doctors are complete opposites, with personalities and medical abilities.",1361.0,8.0,0.14373705,0.09345602,0.002895383,0.014008739,0.5468797,0.008078081,0.19094492,"['Comedy', 'Fantasy', 'Romance']",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2142,Joshua,"Drama, Horror, Thriller",5.8,"The arrival of a newborn girl causes the gradual disintegration of the Cairn family; particularly for 9-year-old Joshua (Kogan), an eccentric boy whose proper upbringing and refined tastes both take a sinister turn.",12896.0,6.0,0.024069032,0.43805513,0.31995484,0.02855941,0.023011211,0.1598612,0.006489204,"['Drama', 'Horror', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2143,Owari no serafu,"Animation, Action, Adventure",7.5,"In 2012, the world allegedly comes to an end at the hands of a human-made virus, ravaging the global populace and leaving only children untouched. It is at this time that vampires emerge from the recesses of the earth.",5496.0,8.0,0.035605058,0.28487623,0.057936765,0.002651603,0.55376756,0.047902074,0.017260678,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144,Down a Dark Hall,"Drama, Fantasy, Horror",5.0,"A troubled teen named Kit Gordy is forced to join the exclusive Blackwood Boarding School, just to find herself trapped by dark forces around its mysterious headmistress, Madame Duret.",14368.0,5.0,0.00669731,0.014199202,0.54319656,0.004482947,0.026374755,0.3980297,0.007019487,"['Drama', 'Fantasy', 'Horror']",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2145,Lady Driver,Sport,5.7,"When a rebellious teen embarks on a solo summer journey to connect with her roots, she finds herself in a new world, geared up for the ride of her life, and discovers she had the drive in her all along.",1597.0,6.0,0.073909365,0.05726639,0.21836811,0.06085109,0.48682734,0.039434154,0.063343465,['Sport'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2146,Memories of a Murderer: The Nilsen Tapes,"Documentary, Biography, Crime",6.3,Serial killer Dennis Nilsen narrates his life and horrific crimes via a series of chilling audiotapes recorded from his jail cell.,3549.0,7.0,0.024614023,0.19363163,0.75391173,0.001629868,0.011551799,0.010056645,0.004604283,"['Documentary', 'Biography', 'Crime']",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147,The Innocents,"Drama, Horror, Mystery",6.2,"When teenagers, Harry and June, run away from their repressive families to be together, they're derailed by an extraordinary discovery--June's ability to shape-shift. A scientist tries to capture her and discover the key to her power.",5884.0,7.0,0.18478706,0.038286038,0.5492657,0.002935149,0.11780702,0.06454121,0.042377748,"['Drama', 'Horror', 'Mystery']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2148,Roped,"Comedy, Drama, Family",5.4,A progressive town erupts when a traveling rodeo lands within its city limits and the councilman's daughter falls in love with the cowboy.,1489.0,6.0,0.25444865,0.11933267,0.004966372,0.27698192,0.31640083,0.00731358,0.020556001,"['Comedy', 'Drama', 'Family']",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2149,3Below: Tales of Arcadia,"Animation, Action, Adventure",7.7,A pair of teenage royals and their bodyguard escape from their home planet and try to blend in on Earth.,6264.0,8.0,0.0352047,0.11471171,0.035232633,0.046481308,0.7288803,0.033599235,0.005890228,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2150,Richie Rich,Comedy,3.1,"Richie Rich is just a normal kid, except he has a trillion dollars. Following his overnight success, he moves his father and his sister into his newly built mansion. He also shares his success with his two best friends, Darcy and Murray.",1101.0,4.0,0.010148088,0.007211476,0.000968693,0.16189702,0.7775712,0.006628747,0.035574805,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2151,Nothing to Hide,"Comedy, Drama",6.8,"3.5 couples meet for dinner party. The men have known each other for decades. During dinner they play a game of sharing texts, calls, e-mails etc. by placing all 7 cell phones on the table. Unexpected results as all have secrets.",15405.0,7.0,0.009204215,0.002994941,0.003903696,0.028188448,0.31269228,0.0063133,0.63670313,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2152,Pretend It's a City,"Documentary, Biography, Comedy",8.1,"Wander the New York City streets and fascinating mind of wry writer, humorist and raconteur Fran Lebowitz as she sits down with Martin Scorsese.",7460.0,9.0,0.006042185,0.01260475,0.009215269,0.7573252,0.09355249,0.113302596,0.007957489,"['Documentary', 'Biography', 'Comedy']",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2153,Special Forces,"Action, Drama, War",6.3,A French journalist in Afghanistan is kidnapped by the Taliban.,18878.0,7.0,0.26186547,0.15614946,0.22064072,0.001468263,0.007849357,0.34916285,0.002863817,"['Action', 'Drama', 'War']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2154,Tell Me Who I Am,"Documentary, Drama, Mystery",7.6,"After losing his memory in an accident, Alex Lewis trusts his twin brother, Marcus, to tell him about his past only to discover that he's hiding a dark secret about their childhood.",14794.0,8.0,0.14918637,0.38008565,0.086778365,0.002115762,0.120202646,0.2542815,0.007349747,"['Documentary', 'Drama', 'Mystery']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2155,Next Gen,"Animation, Action, Adventure",6.6,"A friendship with a top-secret robot turns a lonely girl's life into a thrilling adventure as they take on bullies, evil bots and a scheming madman.",17664.0,7.0,0.015978953,0.005981514,0.040383365,0.8140625,0.10771892,0.005371896,0.010502784,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2156,The Angel,"Action, Biography, Drama",6.6,"As his country prepares for war, top Egyptian official Ashraf Marwan makes contact with Israel and wades into a shadowy game of high-stakes espionage.",14291.0,7.0,0.01584483,0.04144874,0.87528294,0.002706305,0.049032964,0.010867368,0.00481684,"['Action', 'Biography', 'Drama']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2157,From the Dark,"Horror, Thriller",4.9,A couple on a trip through the Irish countryside find themselves hunted by a creature who only attacks at night.,3328.0,5.0,0.002799336,0.001739354,0.99046075,0.000452785,0.001775584,0.001846367,0.000925859,"['Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2158,Return to Space,Documentary,7.3,"Offering rare inside access to NASA and SpaceX, this is the thrilling story of the nearly 20 year journey to send American astronauts back to space aboard U.S. rockets, from filmmakers Elizabeth Chai Vasarhelyi and Jimmy Chin.",4527.0,8.0,0.003328054,0.001637274,0.015478325,0.78351176,0.14978793,0.002815516,0.043441147,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,The Stranger,"Crime, Drama, Film-Noir",7.3,An investigator from the War Crimes Commission travels to Connecticut to find an infamous Nazi.,26705.0,8.0,0.014016483,0.9658465,0.007397947,0.000518636,0.00802514,0.003137981,0.001057254,"['Crime', 'Drama', 'Film-Noir']",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2160,Frequency,"Drama, Fantasy, Mystery",7.4,"A police detective in 2016 discovers that she is able to communicate with her father via a ham radio, despite the fact that he died in 1996.",13862.0,8.0,0.007408719,0.022881798,0.007261445,0.026385548,0.43367195,0.32190618,0.18048438,"['Drama', 'Fantasy', 'Mystery']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2161,The Hunting,Drama,7.2,"When two high school teachers discover students are sharing explicit photos of their underage friends and peers online, the revelation has devastating consequences for the students and their families.",800.0,8.0,0.04875161,0.80503255,0.06551699,0.002877106,0.021488102,0.032311834,0.024021875,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2162,The Bletchley Circle: San Francisco,"Crime, Drama, History",6.8,Two female British code breakers team with American cryptographers to solve a series of murders in San Francisco.,2583.0,7.0,0.12842849,0.32622764,0.10896805,0.006616405,0.3942068,0.026979104,0.008573627,"['Crime', 'Drama', 'History']",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163,Happy as Lazzaro,"Drama, Fantasy, Mystery",7.5,An unceasingly kind Italian peasant and his family are blatantly exploited by a tobacco baroness.,18327.0,8.0,0.025792042,0.9602206,0.003275151,0.002150433,0.002623485,0.005358238,0.000580064,"['Drama', 'Fantasy', 'Mystery']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2164,Baby Fever,"Comedy, Drama, Romance",6.5,A romantic comedy-drama centered around the life of fertility doctor Nana and the clients she meets and treats.,712.0,7.0,0.001628559,0.007488064,0.001068063,0.97560763,0.007413334,0.004200265,0.002594104,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2165,Blown Away,Reality-TV,7.1,A reality show featuring glass blowers from around the world competing to be the best. One artist is dismissed after each episode/challenge.,3350.0,8.0,0.2695715,0.557544,0.004738261,0.00607558,0.064418174,0.08448719,0.013165292,['Reality-TV'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2166,American Factory,Documentary,7.4,"In post-industrial Ohio, a Chinese billionaire opens a factory in an abandoned General Motors plant, hiring two thousand Americans. Early days of hope and optimism give way to setbacks as high-tech China clashes with working-class America.",21972.0,8.0,0.057895947,0.045615114,0.00896744,0.19790334,0.6533497,0.023633223,0.012635293,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2167,Your Name Engraved Herein,"Drama, Romance",7.2,"In 1987, as martial law ends in Taiwan, Jia-han and Birdy fall in love amid family pressure, homophobia and social stigma.",6194.0,8.0,0.05238602,0.23182125,0.02491938,0.07670851,0.2554877,0.3560839,0.002593109,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2168,A Babysitter's Guide to Monster Hunting,"Comedy, Family, Fantasy",5.4,A babysitter embarks on a mission to save a child who's been abducted by monsters.,4238.0,6.0,0.029749643,0.40470147,0.11931067,0.030705113,0.3196322,0.09125823,0.004642644,"['Comedy', 'Family', 'Fantasy']",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169,The Bling Ring,"Documentary, Crime, History",5.6,"Based on the ""Bling Ring"" robberies that took place in LA rich suburbs between 2008-2009. Three-part documentary with access to the gang that perpetuated the heist.",226.0,6.0,0.058788292,0.07415862,0.19569512,0.011612866,0.61282194,0.014583744,0.032339536,"['Documentary', 'Crime', 'History']",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170,"Web of Make Believe: Death, Lies and the Internet","Documentary, Crime",6.4,"Conspiracy. Fraud. Violence. Murder. What starts out virtual can get real all too quickly--and when the web is worldwide, so are the consequences.",1705.0,7.0,0.39384288,0.09189537,0.271644,0.002959227,0.19844271,0.030629432,0.010586405,"['Documentary', 'Crime']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2171,Yeh Meri Family,"Comedy, Drama, Family",9.1,Set in the summer of 1998 it is a story about conflicting emotions towards family members from the eyes of a twelve year old.,23865.0,10.0,0.006964995,0.017123846,0.011051104,0.009779252,0.9261051,0.017542578,0.011433156,"['Comedy', 'Drama', 'Family']",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2172,Blue Jay,"Drama, Romance",7.2,"Meeting by chance when they return to their tiny California hometown, two former high-school sweethearts reflect on their shared past.",17735.0,8.0,0.009439062,0.02257792,0.008957012,0.29740888,0.5933591,0.035994913,0.032262996,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2173,Meltdown: Three Mile Island,"Documentary, History",6.8,"Insiders recount the events, controversies and lingering effects of the accident at the Three Mile Island nuclear power plant in Pennsylvania.",3836.0,7.0,0.027364306,0.045961354,0.07888148,0.006614858,0.6107746,0.1763301,0.05407332,"['Documentary', 'History']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2174,Acts of Violence,"Action, Crime, Thriller",5.3,"At a bachelorette party in a nightclub, the bride tells 2 guys offering blow to go away. They abduct her. The groom's 2 big brothers looked after their kid brother as kids and do so now again as veterans, ""looking"" for her and the 2 guys.",12447.0,6.0,0.11718814,0.6236223,0.021070495,0.004448732,0.21495779,0.014531598,0.004180932,"['Action', 'Crime', 'Thriller']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2175,A Suitable Boy,"Drama, Romance",6.0,"A vast, panoramic tale charting the fortunes of four large families and exploring India and its rich and varied culture at a crucial point in its history.",5327.0,6.0,0.004761332,0.006756268,0.06687528,0.72170764,0.121821895,0.007253024,0.0708246,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
